SIZING PARAMETERS:
NUMBER OF MEGA-CHARGERS: 9
NUMBER OF REGULAR-CHARGERS: 0
NUMBER OF SPARE BATTERIES: 0

FLIGHTS INFORMATION: 
Aircraft   Flight     Destination      Departure Time  Arrival Time    SoC (%)      
A1         F1         BMI                          6.0        126.0      65.89
A1         F2         SBN                        211.0        317.0      53.13
A1         F3         MDW                        378.0        465.0      26.13
A1         F4         CMI                        533.0        647.0      73.50
A1         F5         SBN                        714.0        817.0      53.13
A2         F1         SBN                         18.0        131.0      53.13
A2         F2         MKE                        216.0        311.0      46.50
A2         F3         MDW                        429.0        519.0      26.13
A2         F4         MDW                        588.0        689.0      26.13
A2         F5         MDW                        759.0        845.0      26.13
A3         F1         MLI                         21.0        146.0      74.97
A3         F2         MDW                        250.0        334.0      26.13
A3         F3         MDW                        431.0        517.0      26.13
A3         F4         MDW                        604.0        700.0      26.13
A3         F5         MDW                        792.0        886.0      26.13
A4         F1         MDW                         51.0        147.0      26.13
A4         F2         IND                        237.0        359.0      89.94
A4         F3         SBN                        425.0        530.0      53.13
A4         F4         LAN                        601.0        721.0      90.43
A5         F1         MSN                         39.0        147.0      62.94
A5         F2         MDW                        248.0        346.0      26.13
A5         F3         MKE                        431.0        541.0      46.50
A5         F4         PIA                        608.0        723.0      71.29
A6         F1         FWA                         23.0        156.0      81.84
A6         F2         IND                        243.0        363.0      89.94
A6         F3         BMI                        468.0        579.0      65.89
A6         F4         MDW                        650.0        738.0      26.13
A7         F1         BMI                         35.0        159.0      65.89
A7         F2         IND                        221.0        359.0      89.94
A7         F3         SBN                        428.0        542.0      53.13
A7         F4         SBN                        627.0        728.0      53.13
A8         F1         PIA                         38.0        164.0      71.29
A8         F2         CID                        233.0        369.0      97.55
A8         F3         FWA                        455.0        576.0      81.84
A8         F4         IND                        669.0        803.0      89.94
A9         F1         PIA                         54.0        169.0      71.29
A9         F2         MLI                        243.0        356.0      74.97
A9         F3         BMI                        455.0        565.0      65.89
A9         F4         MDW                        627.0        728.0      26.13
A10        F1         SPI                         52.0        189.0      88.71
A10        F2         LAN                        255.0        381.0      90.43
A10        F3         MKE                        463.0        570.0      46.50
A10        F4         CID                        635.0        773.0      97.55
A11        F1         FWA                         70.0        190.0      81.84
A11        F2         SBN                        282.0        383.0      53.13
A11        F3         SPI                        462.0        583.0      88.71
A11        F4         SPI                        651.0        777.0      88.71
A12        F1         GRR                         75.0        192.0      73.99
A12        F2         IND                        262.0        383.0      89.94
A12        F3         CMI                        465.0        591.0      73.50
A12        F4         LAF                        656.0        808.0      67.12
A13        F1         PIA                         88.0        198.0      71.29
A13        F2         BMI                        271.0        383.0      65.89
A13        F3         MLI                        530.0        648.0      74.97
A13        F4         SBN                        730.0        829.0      53.13
A14        F1         BMI                         82.0        203.0      65.89
A14        F2         MDW                        296.0        395.0      26.13
A14        F3         MKE                        503.0        608.0      46.50
A14        F4         GRR                        677.0        807.0      73.99
A15        F1         CID                         83.0        208.0      97.55
A15        F2         BMI                        270.0        385.0      65.89
A15        F3         IND                        486.0        620.0      89.94
A15        F4         GRR                        690.0        820.0      73.99
A16        F1         IND                         84.0        211.0      89.94
A16        F2         MKE                        293.0        400.0      46.50
A16        F3         MDW                        533.0        625.0      26.13
A16        F4         MKE                        708.0        811.0      46.50
A17        F1         LAF                         49.0        212.0      67.12
A17        F2         MDW                        316.0        403.0      26.13
A17        F3         MSN                        498.0        612.0      62.94
A17        F4         GRR                        704.0        824.0      73.99
A18        F1         LAF                         60.0        218.0      67.12
A18        F2         MDW                        302.0        392.0      26.13
A18        F3         SPI                        495.0        616.0      88.71
A18        F4         MLI                        728.0        838.0      74.97
A19        F1         CMI                         91.0        219.0      73.50
A19        F2         MSN                        318.0        422.0      62.94
A19        F3         MLI                        536.0        656.0      74.97
A19        F4         CMI                        722.0        836.0      73.50
A20        F1         IND                         81.0        220.0      89.94
A20        F2         GRR                        305.0        420.0      73.99
A20        F3         CMI                        506.0        620.0      73.50
A20        F4         MDW                        722.0        820.0      26.13
A21        F1         MLI                        112.0        237.0      74.97
A21        F2         MKE                        340.0        434.0      46.50
A21        F3         LAF                        516.0        677.0      67.12
A21        F4         MKE                        763.0        869.0      46.50
A22        F1         MKE                        133.0        237.0      46.50
A22        F2         LAN                        305.0        429.0      90.43
A22        F3         LAN                        533.0        670.0      90.43
A22        F4         MDW                        750.0        852.0      26.13
A23        F1         CID                        103.0        240.0      97.55
A23        F2         LAN                        303.0        433.0      90.43
A23        F3         MLI                        538.0        656.0      74.97
A23        F4         PIA                        757.0        868.0      71.29
A24        F1         LAN                        127.0        259.0      90.43
A24        F2         IND                        324.0        444.0      89.94
A24        F3         MKE                        555.0        657.0      46.50
A24        F4         GRR                        748.0        872.0      73.99
A25        F1         MDW                        159.0        260.0      26.13
A25        F2         MKE                        330.0        444.0      46.50
A25        F3         SPI                        551.0        673.0      88.71
A25        F4         GRR                        782.0        895.0      73.99
A26        F1         MKE                        150.0        264.0      46.50
A26        F2         IND                        347.0        469.0      89.94
A26        F3         MDW                        618.0        702.0      26.13
A27        F1         MKE                        180.0        274.0      46.50
A27        F2         CID                        341.0        480.0      97.55
A27        F3         FWA                        563.0        692.0      81.84
A27        F4         PIA                        764.0        873.0      71.29
A28        F1         MKE                        178.0        286.0      46.50
A28        F2         GRR                        362.0        476.0      73.99
A28        F3         CMI                        582.0        706.0      73.50
A29        F1         MKE                        185.0        291.0      46.50
A29        F2         MKE                        382.0        491.0      46.50
A29        F3         CMI                        576.0        703.0      73.50
A30        F1         MLI                        171.0        297.0      74.97
A30        F2         BMI                        373.0        486.0      65.89
A30        F3         SPI                        580.0        711.0      88.71
A31        F1         MKE                        203.0        301.0      46.50
A31        F2         IND                        414.0        540.0      89.94
A31        F3         PIA                        605.0        729.0      71.29
A32        F1         FWA                        183.0        306.0      81.84
A32        F2         GRR                        394.0        511.0      73.99
A32        F3         IND                        573.0        705.0      89.94
A33        F1         FWA                        193.0        311.0      81.84
A33        F2         LAF                        420.0        581.0      67.12
A33        F3         MLI                        666.0        794.0      74.97
A34        F1         MLI                        197.0        313.0      74.97
A34        F2         SPI                        413.0        545.0      88.71
A34        F3         CMI                        610.0        733.0      73.50
A35        F1         FWA                        192.0        324.0      81.84
A35        F2         LAN                        400.0        534.0      90.43
A35        F3         IND                        609.0        729.0      89.94
A36        F1         FWA                        247.0        369.0      81.84
A36        F2         CID                        587.0        725.0      97.55
A37        F1         LAF                        221.0        388.0      67.12
A37        F2         LAN                        601.0        732.0      90.43
A38        F1         FWA                        262.0        388.0      81.84
A38        F2         LAN                        615.0        742.0      90.43
A39        F1         GRR                        263.0        391.0      73.99
A39        F2         BMI                        627.0        745.0      65.89
A40        F1         GRR                        294.0        404.0      73.99
A40        F2         SPI                        627.0        758.0      88.71
A41        F1         MKE                        324.0        434.0      46.50
A41        F2         LAF                        677.0        830.0      67.12
A42        F1         LAF                        623.0        788.0      67.12
A43        F1         LAF                        674.0        841.0      67.12
A44        F1         LAN                        712.0        852.0      90.43
A45        F1         GRR                        749.0        876.0      73.99
