SIZING PARAMETERS:
NUMBER OF MEGA-CHARGERS: 9
NUMBER OF REGULAR-CHARGERS: 0
NUMBER OF SPARE BATTERIES: 0

FLIGHTS INFORMATION: 
Aircraft   Flight     Destination      Departure Time  Arrival Time    SoC (%)      
A1         F1         MLI                          9.0        121.0      64.97
A1         F2         MLI                        192.0        305.0      64.97
A1         F3         PIA                        377.0        497.0      61.29
A1         F4         MKE                        575.0        687.0      36.50
A1         F5         MDW                        766.0        862.0      16.13
A2         F1         SBN                         37.0        135.0      43.13
A2         F2         SBN                        232.0        343.0      43.13
A2         F3         PIA                        421.0        530.0      61.29
A2         F4         MDW                        601.0        698.0      16.13
A3         F1         GRR                         22.0        139.0      63.99
A3         F2         MDW                        231.0        320.0      16.13
A3         F3         PIA                        415.0        540.0      61.29
A3         F4         SPI                        616.0        745.0      78.71
A4         F1         IND                         12.0        141.0      79.94
A4         F2         MDW                        218.0        302.0      16.13
A4         F3         MDW                        442.0        534.0      16.13
A4         F4         MDW                        615.0        699.0      16.13
A5         F1         CMI                         25.0        145.0      63.50
A5         F2         MSN                        223.0        329.0      52.94
A5         F3         PIA                        431.0        552.0      61.29
A5         F4         MSN                        637.0        761.0      52.94
A6         F1         BMI                         20.0        146.0      55.89
A6         F2         MDW                        256.0        345.0      16.13
A6         F3         MSN                        420.0        535.0      52.94
A6         F4         MKE                        651.0        752.0      36.50
A7         F1         FWA                         20.0        151.0      71.84
A7         F2         MKE                        270.0        370.0      36.50
A7         F3         PIA                        442.0        566.0      61.29
A7         F4         MKE                        657.0        756.0      36.50
A8         F1         CMI                         48.0        160.0      63.50
A8         F2         MSN                        250.0        354.0      52.94
A8         F3         GRR                        441.0        561.0      63.99
A8         F4         SPI                        656.0        776.0      78.71
A9         F1         MKE                         76.0        174.0      36.50
A9         F2         MDW                        270.0        366.0      16.13
A9         F3         FWA                        444.0        558.0      71.84
A9         F4         IND                        630.0        769.0      79.94
A10        F1         GRR                         65.0        182.0      63.99
A10        F2         MDW                        284.0        374.0      16.13
A10        F3         MDW                        481.0        576.0      16.13
A10        F4         SBN                        696.0        794.0      43.13
A11        F1         CMI                         67.0        191.0      63.50
A11        F2         CID                        262.0        400.0      87.55
A11        F3         MKE                        484.0        584.0      36.50
A11        F4         BMI                        671.0        787.0      55.89
A12        F1         MKE                         93.0        191.0      36.50
A12        F2         MKE                        298.0        404.0      36.50
A12        F3         MLI                        478.0        600.0      64.97
A12        F4         MSN                        686.0        809.0      52.94
A13        F1         SPI                         61.0        192.0      78.71
A13        F2         LAN                        272.0        408.0      80.43
A13        F3         GRR                        495.0        622.0      63.99
A13        F4         MKE                        741.0        835.0      36.50
A14        F1         MKE                         90.0        194.0      36.50
A14        F2         MDW                        330.0        422.0      16.13
A14        F3         MLI                        500.0        626.0      64.97
A14        F4         MDW                        736.0        822.0      16.13
A15        F1         SPI                         83.0        202.0      78.71
A15        F2         SBN                        299.0        411.0      43.13
A15        F3         IND                        483.0        603.0      79.94
A15        F4         GRR                        699.0        815.0      63.99
A16        F1         GRR                         74.0        203.0      63.99
A16        F2         MLI                        298.0        409.0      64.97
A16        F3         GRR                        512.0        623.0      63.99
A16        F4         GRR                        713.0        835.0      63.99
A17        F1         MKE                        122.0        224.0      36.50
A17        F2         MKE                        343.0        445.0      36.50
A17        F3         SBN                        527.0        636.0      43.13
A17        F4         MKE                        742.0        838.0      36.50
A18        F1         MDW                        145.0        230.0      16.13
A18        F2         MDW                        357.0        450.0      16.13
A18        F3         IND                        529.0        657.0      79.94
A18        F4         SBN                        737.0        844.0      43.13
A19        F1         PIA                        114.0        231.0      61.29
A19        F2         BMI                        330.0        451.0      55.89
A19        F3         CMI                        532.0        660.0      63.50
A20        F1         GRR                        117.0        233.0      63.99
A20        F2         LAN                        330.0        456.0      80.43
A20        F3         MDW                        564.0        663.0      16.13
A20        F4         LAN                        747.0        875.0      80.43
A21        F1         SBN                        131.0        235.0      43.13
A21        F2         BMI                        355.0        463.0      55.89
A21        F3         MDW                        583.0        667.0      16.13
A21        F4         MLI                        755.0        866.0      64.97
A22        F1         CMI                        116.0        244.0      63.50
A22        F2         SBN                        348.0        450.0      43.13
A22        F3         SBN                        561.0        675.0      43.13
A23        F1         IND                        118.0        246.0      79.94
A23        F2         BMI                        348.0        455.0      55.89
A23        F3         CMI                        559.0        674.0      63.50
A24        F1         PIA                        143.0        257.0      61.29
A24        F2         CMI                        366.0        481.0      63.50
A24        F3         GRR                        564.0        694.0      63.99
A25        F1         SPI                        136.0        259.0      78.71
A25        F2         MKE                        368.0        472.0      36.50
A25        F3         GRR                        557.0        682.0      63.99
A26        F1         IND                        139.0        262.0      79.94
A26        F2         LAF                        372.0        522.0      57.12
A26        F3         BMI                        602.0        713.0      55.89
A27        F1         FWA                        150.0        266.0      71.84
A27        F2         MSN                        409.0        527.0      52.94
A27        F3         BMI                        598.0        704.0      55.89
A28        F1         MLI                        145.0        275.0      64.97
A28        F2         LAF                        397.0        565.0      57.12
A29        F1         MKE                        171.0        281.0      36.50
A29        F2         LAF                        426.0        596.0      57.12
A29        F3         IND                        669.0        809.0      79.94
A30        F1         IND                        164.0        288.0      79.94
A30        F2         LAF                        397.0        567.0      57.12
A30        F3         LAN                        674.0        803.0      80.43
A31        F1         LAN                        170.0        290.0      80.43
A31        F2         SPI                        458.0        580.0      78.71
A32        F1         CID                        156.0        293.0      87.55
A32        F2         FWA                        486.0        609.0      71.84
A33        F1         MSN                        181.0        295.0      52.94
A33        F2         LAN                        432.0        564.0      80.43
A33        F3         IND                        644.0        778.0      79.94
A34        F1         IND                        162.0        302.0      79.94
A34        F2         LAN                        512.0        632.0      80.43
A35        F1         CMI                        190.0        305.0      63.50
A35        F2         IND                        519.0        653.0      79.94
A36        F1         FWA                        189.0        313.0      71.84
A36        F2         LAN                        517.0        653.0      80.43
A37        F1         MDW                        215.0        314.0      16.13
A37        F2         CID                        504.0        637.0      87.55
A37        F3         CMI                        713.0        835.0      63.50
A38        F1         CID                        173.0        315.0      87.55
A38        F2         IND                        538.0        670.0      79.94
A39        F1         FWA                        193.0        316.0      71.84
A39        F2         FWA                        550.0        683.0      71.84
A40        F1         IND                        206.0        336.0      79.94
A40        F2         CID                        570.0        703.0      87.55
A41        F1         IND                        204.0        339.0      79.94
A41        F2         MKE                        597.0        701.0      36.50
A42        F1         LAF                        187.0        343.0      57.12
A42        F2         LAF                        488.0        654.0      57.12
A43        F1         LAN                        220.0        344.0      80.43
A43        F2         SPI                        566.0        685.0      78.71
A44        F1         PIA                        260.0        372.0      61.29
A44        F2         PIA                        613.0        726.0      61.29
A45        F1         PIA                        256.0        377.0      61.29
A45        F2         CMI                        629.0        753.0      63.50
A46        F1         CID                        274.0        411.0      87.55
A46        F2         SPI                        599.0        734.0      78.71
A47        F1         FWA                        290.0        424.0      71.84
A48        F1         LAF                        286.0        439.0      57.12
A48        F2         FWA                        646.0        777.0      71.84
A49        F1         LAN                        333.0        468.0      80.43
A49        F2         SPI                        592.0        728.0      78.71
A50        F1         LAF                        640.0        806.0      57.12
