SIZING PARAMETERS:
NUMBER OF MEGA-CHARGERS: 4
NUMBER OF REGULAR-CHARGERS: 0
NUMBER OF SPARE BATTERIES: 0

FLIGHTS INFORMATION: 
Aircraft   Flight     Destination      Departure Time  Arrival Time    SoC (%)      
A1         F1         PIA                          9.0        120.0      61.29
A1         F2         SBN                        201.0        311.0      43.13
A1         F3         MKE                        417.0        514.0      36.50
A1         F4         CMI                        709.0        829.0      63.50
A2         F1         IND                          9.0        138.0      79.94
A2         F2         SBN                        223.0        336.0      43.13
A2         F3         MDW                        450.0        538.0      16.13
A2         F4         SBN                        617.0        716.0      43.13
A3         F1         MDW                         47.0        142.0      16.13
A3         F2         IND                        257.0        385.0      79.94
A3         F3         MLI                        476.0        603.0      64.97
A3         F4         MSN                        782.0        886.0      52.94
A4         F1         MKE                         53.0        152.0      36.50
A4         F2         GRR                        300.0        423.0      63.99
A4         F3         IND                        542.0        673.0      79.94
A4         F4         MKE                        735.0        844.0      36.50
A5         F1         BMI                         36.0        159.0      55.89
A5         F2         LAN                        290.0        413.0      80.43
A5         F3         FWA                        486.0        619.0      71.84
A5         F4         GRR                        741.0        852.0      63.99
A6         F1         SBN                         54.0        160.0      43.13
A6         F2         MSN                        309.0        416.0      52.94
A6         F3         MLI                        528.0        655.0      64.97
A7         F1         LAF                         11.0        162.0      57.12
A7         F2         MDW                        316.0        418.0      16.13
A7         F3         MKE                        569.0        670.0      36.50
A8         F1         MKE                         53.0        164.0      36.50
A8         F2         SBN                        332.0        450.0      43.13
A8         F3         LAF                        519.0        681.0      57.12
A9         F1         MLI                         51.0        173.0      64.97
A9         F2         MLI                        362.0        483.0      64.97
A9         F3         MLI                        559.0        684.0      64.97
A10        F1         MDW                         91.0        178.0      16.13
A10        F2         MDW                        388.0        486.0      16.13
A10        F3         PIA                        562.0        686.0      61.29
A11        F1         MDW                         99.0        185.0      16.13
A11        F2         MDW                        343.0        442.0      16.13
A11        F3         SBN                        714.0        831.0      43.13
A12        F1         MDW                        103.0        185.0      16.13
A12        F2         SPI                        409.0        536.0      78.71
A12        F3         LAF                        715.0        876.0      57.12
A13        F1         LAN                         68.0        204.0      80.43
A13        F2         SPI                        661.0        786.0      78.71
A14        F1         CMI                        136.0        265.0      63.50
A14        F2         MLI                        564.0        693.0      64.97
A15        F1         PIA                        148.0        273.0      61.29
A15        F2         BMI                        566.0        687.0      55.89
A16        F1         IND                        187.0        314.0      79.94
A16        F2         CMI                        729.0        855.0      63.50
A17        F1         SBN                        220.0        327.0      43.13
