SIZING PARAMETERS:
NUMBER OF MEGA-CHARGERS: 6
NUMBER OF REGULAR-CHARGERS: 0
NUMBER OF SPARE BATTERIES: 0

FLIGHTS INFORMATION: 
Aircraft   Flight     Destination      Departure Time  Arrival Time    SoC (%)      
A1         F1         BMI                          4.0        120.0      55.89
A1         F2         MDW                        195.0        284.0      16.13
A1         F3         IND                        369.0        492.0      79.94
A1         F4         LAF                        560.0        713.0      57.12
A1         F5         SBN                        790.0        888.0      43.13
A2         F1         MKE                         18.0        123.0      36.50
A2         F2         MDW                        219.0        301.0      16.13
A2         F3         MSN                        403.0        521.0      52.94
A2         F4         MLI                        605.0        730.0      64.97
A3         F1         SBN                         22.0        124.0      43.13
A3         F2         MKE                        232.0        326.0      36.50
A3         F3         MKE                        423.0        518.0      36.50
A3         F4         MDW                        625.0        727.0      16.13
A4         F1         MKE                         22.0        127.0      36.50
A4         F2         PIA                        203.0        318.0      61.29
A4         F3         CID                        456.0        599.0      87.55
A4         F4         LAN                        686.0        807.0      80.43
A5         F1         CMI                          9.0        133.0      63.50
A5         F2         FWA                        211.0        330.0      71.84
A5         F3         MLI                        411.0        524.0      64.97
A5         F4         FWA                        610.0        742.0      71.84
A6         F1         MSN                         12.0        136.0      52.94
A6         F2         LAN                        246.0        376.0      80.43
A6         F3         MKE                        469.0        577.0      36.50
A6         F4         MLI                        650.0        771.0      64.97
A7         F1         GRR                         16.0        141.0      63.99
A7         F2         PIA                        245.0        357.0      61.29
A7         F3         SPI                        467.0        600.0      78.71
A7         F4         SBN                        734.0        849.0      43.13
A8         F1         CMI                         33.0        148.0      63.50
A8         F2         CID                        295.0        424.0      87.55
A8         F3         MDW                        488.0        586.0      16.13
A8         F4         MDW                        700.0        794.0      16.13
A9         F1         MLI                         28.0        153.0      64.97
A9         F2         LAN                        269.0        395.0      80.43
A9         F3         MDW                        501.0        603.0      16.13
A9         F4         MKE                        734.0        830.0      36.50
A10        F1         MDW                         63.0        164.0      16.13
A10        F2         GRR                        270.0        385.0      63.99
A10        F3         SPI                        477.0        595.0      78.71
A10        F4         LAN                        659.0        798.0      80.43
A11        F1         CMI                         35.0        165.0      63.50
A11        F2         IND                        303.0        424.0      79.94
A11        F3         SBN                        508.0        607.0      43.13
A11        F4         BMI                        728.0        845.0      55.89
A12        F1         MKE                         64.0        177.0      36.50
A12        F2         LAN                        290.0        414.0      80.43
A12        F3         GRR                        498.0        621.0      63.99
A12        F4         CMI                        690.0        803.0      63.50
A13        F1         LAF                         26.0        179.0      57.12
A13        F2         GRR                        288.0        399.0      63.99
A13        F3         MLI                        503.0        622.0      64.97
A13        F4         SBN                        738.0        854.0      43.13
A14        F1         MSN                        101.0        206.0      52.94
A14        F2         CID                        316.0        441.0      87.55
A14        F3         CID                        509.0        638.0      87.55
A14        F4         CMI                        721.0        850.0      63.50
A15        F1         GRR                        106.0        227.0      63.99
A15        F2         GRR                        323.0        436.0      63.99
A15        F3         SBN                        507.0        622.0      43.13
A15        F4         MKE                        756.0        851.0      36.50
A16        F1         IND                        129.0        256.0      79.94
A16        F2         MSN                        332.0        456.0      52.94
A16        F3         CMI                        535.0        663.0      63.50
A16        F4         GRR                        769.0        884.0      63.99
A17        F1         GRR                        146.0        275.0      63.99
A17        F2         MKE                        337.0        448.0      36.50
A17        F3         MLI                        748.0        872.0      64.97
A18        F1         IND                        147.0        278.0      79.94
A18        F2         SBN                        348.0        462.0      43.13
A18        F3         BMI                        534.0        647.0      55.89
A18        F4         MLI                        745.0        867.0      64.97
A19        F1         MSN                        176.0        280.0      52.94
A19        F2         MLI                        360.0        474.0      64.97
A19        F3         MKE                        558.0        670.0      36.50
A19        F4         BMI                        756.0        876.0      55.89
A20        F1         BMI                        183.0        296.0      55.89
A20        F2         SBN                        365.0        480.0      43.13
A20        F3         FWA                        634.0        764.0      71.84
A21        F1         IND                        186.0        307.0      79.94
A21        F2         FWA                        497.0        630.0      71.84
A21        F3         IND                        745.0        877.0      79.94
A22        F1         LAN                        316.0        455.0      80.43
A23        F1         IND                        337.0        471.0      79.94
A23        F2         BMI                        655.0        766.0      55.89
A24        F1         CMI                        378.0        488.0      63.50
A24        F2         SBN                        568.0        678.0      43.13
A25        F1         IND                        370.0        499.0      79.94
A25        F2         LAF                        718.0        869.0      57.12
A26        F1         CID                        498.0        632.0      87.55
