SIZING PARAMETERS:
NUMBER OF MEGA-CHARGERS: 8
NUMBER OF REGULAR-CHARGERS: 0
NUMBER OF SPARE BATTERIES: 0

FLIGHTS INFORMATION: 
Aircraft   Flight     Destination      Departure Time  Arrival Time    SoC (%)      
A1         F1         CMI                         13.0        131.0      73.50
A1         F2         MDW                        205.0        304.0      26.13
A1         F3         MDW                        404.0        500.0      26.13
A1         F4         BMI                        568.0        689.0      65.89
A2         F1         GRR                         18.0        132.0      73.99
A2         F2         SBN                        233.0        341.0      53.13
A2         F3         SBN                        425.0        526.0      53.13
A2         F4         MKE                        650.0        747.0      46.50
A3         F1         GRR                          7.0        135.0      73.99
A3         F2         MDW                        223.0        306.0      26.13
A3         F3         MLI                        377.0        502.0      74.97
A3         F4         IND                        576.0        700.0      89.94
A3         F5         BMI                        773.0        885.0      65.89
A4         F1         LAN                          8.0        135.0      90.43
A4         F2         MSN                        221.0        325.0      62.94
A4         F3         CID                        395.0        519.0      97.55
A4         F4         CMI                        604.0        728.0      73.50
A5         F1         MKE                         24.0        136.0      46.50
A5         F2         CMI                        219.0        344.0      73.50
A5         F3         IND                        421.0        543.0      89.94
A5         F4         FWA                        673.0        787.0      81.84
A6         F1         CID                          7.0        136.0      97.55
A6         F2         MSN                        221.0        332.0      62.94
A6         F3         MDW                        458.0        555.0      26.13
A6         F4         CMI                        626.0        740.0      73.50
A7         F1         MDW                         57.0        143.0      26.13
A7         F2         SBN                        230.0        348.0      53.13
A7         F3         MKE                        433.0        533.0      46.50
A7         F4         PIA                        647.0        763.0      71.29
A8         F1         SPI                          6.0        144.0      88.71
A8         F2         CMI                        211.0        322.0      73.50
A8         F3         PIA                        387.0        510.0      71.29
A8         F4         SPI                        576.0        701.0      88.71
A9         F1         SBN                         46.0        147.0      53.13
A9         F2         IND                        233.0        358.0      89.94
A9         F3         MDW                        455.0        553.0      26.13
A9         F4         MKE                        657.0        760.0      46.50
A10        F1         BMI                         41.0        149.0      65.89
A10        F2         LAF                        224.0        376.0      67.12
A10        F3         MKE                        480.0        574.0      46.50
A10        F4         LAN                        655.0        795.0      90.43
A11        F1         SBN                         51.0        166.0      53.13
A11        F2         MSN                        264.0        374.0      62.94
A11        F3         CMI                        448.0        558.0      73.50
A11        F4         PIA                        656.0        772.0      71.29
A12        F1         IND                         46.0        168.0      89.94
A12        F2         MSN                        269.0        373.0      62.94
A12        F3         GRR                        442.0        559.0      73.99
A12        F4         MDW                        708.0        792.0      26.13
A13        F1         CID                         40.0        169.0      97.55
A13        F2         PIA                        277.0        385.0      71.29
A13        F3         BMI                        461.0        572.0      65.89
A13        F4         SPI                        674.0        794.0      88.71
A14        F1         GRR                         48.0        170.0      73.99
A14        F2         CMI                        254.0        381.0      73.50
A14        F3         PIA                        463.0        577.0      71.29
A14        F4         MDW                        704.0        797.0      26.13
A15        F1         MDW                         74.0        171.0      26.13
A15        F2         LAF                        232.0        384.0      67.12
A15        F3         MKE                        501.0        595.0      46.50
A15        F4         IND                        670.0        799.0      89.94
A16        F1         MDW                         92.0        182.0      26.13
A16        F2         IND                        259.0        397.0      89.94
A16        F3         LAN                        468.0        594.0      90.43
A16        F4         PIA                        678.0        804.0      71.29
A17        F1         BMI                         76.0        193.0      65.89
A17        F2         GRR                        266.0        394.0      73.99
A17        F3         MDW                        499.0        584.0      26.13
A17        F4         SBN                        711.0        823.0      53.13
A18        F1         FWA                         78.0        204.0      81.84
A18        F2         IND                        268.0        408.0      89.94
A18        F3         MDW                        522.0        611.0      26.13
A18        F4         CID                        685.0        826.0      97.55
A19        F1         PIA                        101.0        228.0      71.29
A19        F2         SBN                        322.0        430.0      53.13
A19        F3         FWA                        527.0        643.0      81.84
A19        F4         MLI                        727.0        838.0      74.97
A20        F1         CID                        100.0        233.0      97.55
A20        F2         SBN                        319.0        430.0      53.13
A20        F3         MKE                        527.0        633.0      46.50
A20        F4         MSN                        708.0        827.0      62.94
A21        F1         GRR                        124.0        234.0      73.99
A21        F2         GRR                        320.0        432.0      73.99
A21        F3         MKE                        551.0        651.0      46.50
A21        F4         MSN                        724.0        848.0      62.94
A22        F1         BMI                        128.0        238.0      65.89
A22        F2         MLI                        314.0        434.0      74.97
A22        F3         GRR                        510.0        635.0      73.99
A22        F4         LAN                        708.0        848.0      90.43
A23        F1         SBN                        125.0        240.0      53.13
A23        F2         MKE                        336.0        433.0      46.50
A23        F3         MKE                        549.0        645.0      46.50
A23        F4         MLI                        733.0        852.0      74.97
